frame,track_id,class,score,status,left,top,right,bottom,X_pred,Y_pred,Z_pred
6,5,car,0.8028273582458496,Confirmed,447,172,480,198,-1.0625455379486084,0.13221901655197144,5.344036102294922
6,6,pedestrian,0.6996109257035852,Confirmed,129,180,161,254,-0.7805714011192322,0.12496007233858109,1.2021887302398682
6,10,pedestrian,0.899054765701294,New,1016,143,1098,288,0.7073704600334167,0.1678837090730667,1.1042729616165161
6,11,pedestrian,0.8020122051239014,New,182,175,216,277,-0.8289569616317749,0.197463721036911,1.4469029903411865
6,12,cyclist,0.702963650226593,New,870,164,932,265,0.5912542939186096,0.16825178265571594,1.4079478979110718
7,1,car,0.9244812726974488,Confirmed,0,226,286,364,-0.49169814586639404,0.1956777274608612,0.753998875617981
7,2,car,0.6423651784307957,Confirmed,1022,154,1133,193,3.0638363361358643,0.08085387945175171,4.575830936431885
7,4,pedestrian,0.7641225591278815,Confirmed,577,157,620,310,-0.005733539815992117,0.13302317261695862,0.7263223528862
7,5,car,0.8019605278968811,Confirmed,447,173,480,198,-1.0472570657730103,0.1303165704011917,5.267143249511719
7,6,pedestrian,0.6926148164465493,Confirmed,130,180,162,254,-0.7814373970031738,0.1253718137741089,1.2061498165130615
7,10,pedestrian,0.8908862471580505,Confirmed,1025,143,1111,287,0.7300559282302856,0.16758573055267334,1.112663984298706
7,11,pedestrian,0.7624778747558594,Confirmed,185,176,223,278,-0.8091305494308472,0.1971721202135086,1.4299471378326416
7,12,cyclist,0.7656869292259216,New,873,161,952,264,0.6106314063072205,0.16530679166316986,1.399871826171875
7,13,car,0.6047354340553284,New,960,166,1017,197,2.0103859901428223,0.08625519275665283,3.697641134262085
8,1,car,0.9253403544425964,Confirmed,0,226,287,364,-0.5007046461105347,0.19947831332683563,0.7686434984207153
8,2,car,0.6359415266464877,Confirmed,1017,155,1128,193,0.7823168635368347,0.02086551859974861,1.1808595657348633
8,4,pedestrian,0.7564813335366027,Confirmed,577,157,620,310,-0.005733539815992117,0.13302317261695862,0.7263223528862
8,5,car,0.8001074194908142,Confirmed,447,173,480,198,-1.054845929145813,0.1312609165906906,5.30531120300293
8,6,pedestrian,0.6856886682820839,Confirmed,131,181,163,254,-0.7784491181373596,0.12516561150550842,1.204166054725647
8,10,pedestrian,0.740104615688324,Confirmed,1039,140,1119,285,0.7317962050437927,0.16101257503032684,1.0894834995269775
8,11,pedestrian,0.7024964690208435,Confirmed,193,176,229,279,-0.7934240698814392,0.19880622625350952,1.4271596670150757
8,12,cyclist,0.8054122924804688,New,877,161,968,265,0.6365154385566711,0.16890141367912292,1.4133840799331665
8,14,pedestrian,0.5419073104858398,New,178,178,210,274,-0.8088183403015137,0.18440040946006775,1.3945388793945312
9,1,car,0.9253337979316713,Confirmed,0,226,287,364,-0.4778769612312317,0.19038386642932892,0.7336001396179199
9,2,car,0.6295821113800228,Confirmed,1012,155,1124,194,0.7649312615394592,0.022248564288020134,1.1658167839050293
9,4,pedestrian,0.7489165202012367,Confirmed,578,157,620,310,-0.0052199107594788074,0.13302317261695862,0.7263223528862
9,5,car,0.798963725566864,Confirmed,447,173,481,198,-1.058766484260559,0.13221901655197144,5.344036102294922
9,6,pedestrian,0.678831781599263,Confirmed,132,181,164,255,-0.7729321718215942,0.12624576687812805,1.1982536315917969
9,10,pedestrian,0.7218639850616455,Confirmed,1060,136,1139,283,0.7577464580535889,0.15676440298557281,1.081437110900879
9,11,pedestrian,0.755561888217926,Confirmed,201,174,238,275,-0.7747567892074585,0.19036126136779785,1.4243831634521484
9,16,pedestrian,0.7096760869026184,New,180,178,222,278,-0.7965291738510132,0.1926567256450653,1.3972002267837524
10,1,car,0.9270885586738586,Confirmed,0,227,287,363,-0.5041450262069702,0.19975434243679047,0.7739248871803284
10,2,car,0.6232862902662226,Confirmed,1008,156,1119,194,0.7685253620147705,0.022572049871087074,1.1827672719955444
10,4,pedestrian,0.7414273549992243,Confirmed,578,157,620,310,-0.0052199107594788074,0.13302317261695862,0.7263223528862
10,5,car,0.8040324449539185,Confirmed,447,173,480,198,-1.0472570657730103,0.1303165704011917,5.267143249511719
10,6,pedestrian,0.6720434637832704,Confirmed,133,181,165,255,-0.7776007056236267,0.12728740274906158,1.2081401348114014
10,10,pedestrian,0.863233745098114,Confirmed,1077,135,1154,283,0.7799144387245178,0.15630266070365906,1.0782517194747925
10,11,pedestrian,0.7982897162437439,Confirmed,210,173,249,272,-0.75608229637146,0.1846769154071808,1.4271596670150757
10,16,pedestrian,0.7501010298728943,New,185,179,227,279,-0.7836576104164124,0.19389277696609497,1.3918876647949219
10,17,cyclist,0.7610952854156494,New,926,154,1021,263,0.7370409965515137,0.16458569467067719,1.410660743713379
11,1,car,0.9281401634216307,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
11,2,car,0.6170534273635604,Confirmed,1003,156,1114,195,0.7751891016960144,0.024724174290895462,1.2061498165130615
11,4,pedestrian,0.734013081449232,Confirmed,578,157,621,310,-0.004706281237304211,0.13302317261695862,0.7263223528862
11,5,car,0.7929141521453857,Confirmed,447,173,480,198,-1.054845929145813,0.1312609165906906,5.30531120300293
11,6,pedestrian,0.6653230291454377,Confirmed,134,181,166,255,-0.7771745324134827,0.12749779224395752,1.210137128829956
11,10,pedestrian,0.8775255680084229,Confirmed,1087,135,1168,283,0.7993918061256409,0.15653319656848907,1.0798420906066895
11,11,pedestrian,0.7884348630905151,Confirmed,219,173,261,271,-0.7363236546516418,0.18301519751548767,1.4299471378326416
11,16,pedestrian,0.7379184365272522,New,193,179,232,281,-0.769399106502533,0.1974545568227768,1.3892465829849243
11,17,cyclist,0.793319821357727,New,950,146,1053,258,0.7959722280502319,0.15520811080932617,1.4161179065704346
11,18,car,0.65690678358078,New,894,161,983,198,1.8035552501678467,0.09434378147125244,3.813192367553711
12,1,car,0.9265493154525756,Confirmed,0,226,286,363,-0.4788755774497986,0.1895362287759781,0.7343359589576721
12,2,car,0.6108828930899248,Confirmed,998,157,1110,195,0.899382472038269,0.02897215262055397,1.4133840799331665
12,4,pedestrian,0.7266729506347397,Confirmed,578,157,621,310,-0.004706281237304211,0.13302317261695862,0.7263223528862
12,5,car,0.7970758676528931,Confirmed,447,173,481,198,-1.0744518041610718,0.1341778188943863,5.423206806182861
12,6,pedestrian,0.6586697988539834,Confirmed,135,182,167,255,-0.7754629850387573,0.12749779224395752,1.210137128829956
12,10,pedestrian,0.5614650249481201,Confirmed,1098,134,1178,282,0.8070951104164124,0.15342195332050323,1.0688072443008423
12,11,pedestrian,0.7862665057182312,Confirmed,224,174,270,271,-0.7193567752838135,0.18230310082435608,1.4243831634521484
12,18,car,0.8348167538642883,New,880,161,983,198,1.784390926361084,0.09533686935901642,3.8533313274383545
13,1,car,0.929579257965088,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
13,2,car,0.6047740641590256,Confirmed,994,158,1105,196,0.8886714577674866,0.030911466106772423,1.410660743713379
13,4,pedestrian,0.7194062211283923,Confirmed,579,157,621,310,-0.004192652180790901,0.13302317261695862,0.7263223528862
13,5,car,0.8018043637275696,Confirmed,447,173,480,198,-1.054845929145813,0.1312609165906906,5.30531120300293
13,6,pedestrian,0.6520831008654435,Confirmed,136,182,168,256,-0.7712020874023438,0.12878359854221344,1.2061498165130615
13,10,pedestrian,0.776134192943573,Confirmed,1114,131,1186,280,0.8252348899841309,0.15039865672588348,1.0688072443008423
13,11,pedestrian,0.7500402927398682,Confirmed,231,173,277,272,-0.703885555267334,0.1839597374200821,1.4216173887252808
13,16,pedestrian,0.6859989762306213,Confirmed,206,177,243,279,-0.7415992021560669,0.19242943823337555,1.381382942199707
13,18,car,0.8217947483062744,New,874,162,975,198,1.7554810047149658,0.09584128856658936,3.8737192153930664
14,1,car,0.9289912581443788,Confirmed,0,226,286,363,-0.4822615385055542,0.19087637960910797,0.739528238773346
14,2,car,0.5987263235174353,Confirmed,989,158,1100,197,0.883804440498352,0.033097922801971436,1.418862223625183
14,4,pedestrian,0.7122121589171083,Confirmed,579,157,622,310,-0.0036790233571082354,0.13302317261695862,0.7263223528862
14,5,car,0.8000701069831848,Confirmed,447,173,480,198,-1.054845929145813,0.1312609165906906,5.30531120300293
14,6,pedestrian,0.6455622698567891,Confirmed,137,182,169,256,-0.7707659602165222,0.1289961040019989,1.2081401348114014
14,10,pedestrian,0.8684065937995911,Confirmed,1133,129,1205,279,0.8514699339866638,0.14845356345176697,1.0656956434249878
14,11,pedestrian,0.7063109278678894,Confirmed,240,172,282,272,-0.689811110496521,0.1839597374200821,1.4216173887252808
14,16,pedestrian,0.7125293016433716,Confirmed,212,177,250,278,-0.7289000749588013,0.1904757022857666,1.381382942199707
14,17,cyclist,0.7384653091430664,New,1026,145,1126,253,0.9525548219680786,0.146325945854187,1.4271596670150757
14,18,car,0.7941887378692627,Confirmed,869,163,964,198,1.7581638097763062,0.09844567626714706,3.9789834022521973
15,1,car,0.9300736784934998,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
15,2,car,0.5927390602822609,Confirmed,984,159,1096,197,0.8781779408454895,0.03322670981287956,1.4243831634521484
15,4,pedestrian,0.7050900373279372,Confirmed,579,157,622,310,-0.0036790233571082354,0.13302317261695862,0.7263223528862
15,5,car,0.8019530177116394,Confirmed,447,173,481,198,-1.0510942935943604,0.1312609165906906,5.30531120300293
15,6,pedestrian,0.6391066471582212,Confirmed,138,182,170,256,-0.7703284621238708,0.12920932471752167,1.210137128829956
15,10,pedestrian,0.8918163180351257,Confirmed,1145,129,1219,279,0.8697981238365173,0.14823779463768005,1.0641467571258545
15,11,pedestrian,0.7905580997467041,Confirmed,249,171,289,273,-0.67242032289505,0.18560996651649475,1.418862223625183
15,16,pedestrian,0.7816902995109558,Confirmed,216,177,256,279,-0.7177770733833313,0.19206704199314117,1.3787814378738403
15,17,cyclist,0.7692042589187622,Confirmed,1048,144,1150,252,1.0009307861328125,0.14458931982517242,1.4299471378326416
15,18,car,0.7715368866920471,Confirmed,865,162,949,197,1.7621634006500244,0.0959467887878418,4.1131062507629395
16,1,car,0.928870975971222,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
16,2,car,0.5868116696794382,Confirmed,980,159,1091,198,0.8742148876190186,0.03544815257191658,1.4327454566955566
16,4,pedestrian,0.6980391369546578,Confirmed,580,157,622,310,-0.0031653938349336386,0.13302317261695862,0.7263223528862
16,5,car,0.7974331974983215,Confirmed,447,173,481,198,-1.058766484260559,0.13221901655197144,5.344036102294922
16,6,pedestrian,0.632715580686639,Confirmed,139,183,171,256,-0.7660843729972839,0.12878359854221344,1.2061498165130615
16,10,pedestrian,0.8961832523345947,Confirmed,1151,128,1227,279,0.8841890096664429,0.1488870084285736,1.0688072443008423
16,11,pedestrian,0.7817102670669556,Confirmed,257,171,298,273,-0.6566356420516968,0.18597036600112915,1.4216173887252808
16,16,pedestrian,0.6781966686248779,Confirmed,224,176,261,279,-0.7011404633522034,0.19098801910877228,1.3710354566574097
16,17,cyclist,0.6654947400093079,Confirmed,1069,143,1170,250,1.04239022731781,0.14054448902606964,1.4299471378326416
16,18,car,0.7638215178251266,Confirmed,862,163,945,197,1.8345617055892944,0.10105638206005096,4.332147598266602
17,1,car,0.9291983842849731,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
17,2,car,0.5809435529826438,Confirmed,975,160,1086,198,2.508786678314209,0.10292048752307892,4.159846305847168
17,4,pedestrian,0.6910587455851113,Confirmed,580,157,622,310,-0.0031653938349336386,0.13302317261695862,0.7263223528862
17,5,car,0.796961784362793,Confirmed,447,173,481,198,-1.058766484260559,0.13221901655197144,5.344036102294922
17,6,pedestrian,0.6263884248797726,Confirmed,140,183,172,257,-0.7656397819519043,0.1307048201560974,1.2081401348114014
17,10,pedestrian,0.8403119444847107,Confirmed,1161,127,1233,278,0.9028725028038025,0.14845901727676392,1.0766661167144775
17,11,pedestrian,0.7562907934188843,Confirmed,262,171,305,273,-0.6433225870132446,0.18560996651649475,1.418862223625183
17,16,pedestrian,0.5810248851776123,Confirmed,232,173,267,272,-0.6824548244476318,0.17609527707099915,1.3608418703079224
17,17,cyclist,0.6572893857955933,Confirmed,1094,141,1193,247,1.0930631160736084,0.13474041223526,1.4327454566955566
17,18,car,0.7561833026468754,Confirmed,859,163,941,197,1.8798573017120361,0.10477624088525772,4.491612911224365
18,1,car,0.9300109148025512,Confirmed,0,227,286,363,-0.4817749261856079,0.1906837671995163,0.7387819886207581
18,2,car,0.5751341174528173,Confirmed,970,160,1082,199,2.5253570079803467,0.110690638422966,4.231982231140137
18,4,pedestrian,0.6841481581292601,Confirmed,580,157,623,310,-0.002651764778420329,0.13302317261695862,0.7263223528862
18,5,car,0.7994598150253296,Confirmed,447,173,480,197,-1.070358395576477,0.1255774050951004,5.383330345153809
18,6,pedestrian,0.6201245406309749,Confirmed,141,183,173,257,-0.7639310956001282,0.1307048201560974,1.2081401348114014
18,10,pedestrian,0.8319088250398636,Confirmed,1174,126,1245,277,1.1609197854995728,0.18503081798553467,1.3558017015457153
18,11,pedestrian,0.762309193611145,Confirmed,271,171,312,273,-0.6236429214477539,0.18453706800937653,1.410660743713379
18,16,pedestrian,0.7698324918746948,Confirmed,240,173,274,272,-0.664315402507782,0.1751188039779663,1.3532956838607788
18,17,cyclist,0.6628484725952148,Confirmed,1118,139,1217,245,1.1461821794509888,0.13120117783546448,1.4383751153945923
18,18,car,0.7486214696204067,Confirmed,856,163,937,197,1.8576231002807617,0.10477624088525772,4.491612911224365
18,19,pedestrian,0.5530339479446411,New,1200,138,1223,272,0.9102281332015991,0.1371045708656311,1.0595266819000244
19,1,car,0.9283734560012816,Confirmed,0,227,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
19,2,car,0.5693827762782891,Confirmed,966,161,1077,199,2.4840641021728516,0.11005450040102005,4.207660675048828
19,4,pedestrian,0.6773066765479675,Confirmed,580,157,623,310,-0.002651764778420329,0.13302317261695862,0.7263223528862
19,5,car,0.7978783249855042,Confirmed,447,173,480,197,-1.070358395576477,0.1255774050951004,5.383330345153809
19,6,pedestrian,0.6139232952246652,Confirmed,142,183,174,257,-0.7634823322296143,0.13092085719108582,1.210137128829956
19,10,pedestrian,0.823589736789465,Confirmed,1187,124,1257,276,1.2472517490386963,0.19275081157684326,1.4271596670150757
19,11,pedestrian,0.7952542901039124,Confirmed,279,169,319,273,-0.6017230153083801,0.18242806196212769,1.3945388793945312
19,16,pedestrian,0.7532016634941101,Confirmed,247,174,285,274,-0.6482876539230347,0.1792781800031662,1.3558017015457153
19,17,cyclist,0.6603891849517822,Confirmed,1140,136,1233,242,1.1871668100357056,0.1253444254398346,1.4412065744400024
19,18,car,0.7411352549242026,Confirmed,852,163,934,197,1.8353890180587769,0.10477624088525772,4.491612911224365
20,1,car,0.9284655451774596,Confirmed,0,227,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
20,2,car,0.5636889485155062,Confirmed,961,161,1072,200,2.426419258117676,0.11468726396560669,4.159846305847168
20,4,pedestrian,0.6705336097824878,Confirmed,581,157,623,310,-0.002138135489076376,0.13302317261695862,0.7263223528862
20,5,car,0.7957159876823425,Confirmed,447,173,480,197,-1.0625455379486084,0.12466078996658325,5.344036102294922
20,6,pedestrian,0.6077840622724185,Confirmed,143,184,175,257,-0.7617707848548889,0.13092085719108582,1.210137128829956
20,10,pedestrian,0.8153538394215704,Confirmed,1199,124,1269,275,1.2739567756652832,0.19110487401485443,1.4299471378326416
20,11,pedestrian,0.7611873149871826,Confirmed,288,169,328,273,-0.5918635725975037,0.18489332497119904,1.4133840799331665
20,16,pedestrian,0.7538999915122986,Confirmed,256,175,293,276,-0.6308203339576721,0.18277481198310852,1.3532956838607788
20,17,cyclist,0.6537852931022644,Confirmed,1162,134,1254,240,1.2334190607070923,0.1215069442987442,1.4440492391586304
20,18,car,0.7337239023749605,Confirmed,849,163,930,197,1.8020991086959839,0.1041373685002327,4.4642252922058105
21,1,car,0.9280467629432678,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
21,2,car,0.5580520590303512,Confirmed,956,162,1068,200,2.455756664276123,0.11735441535711288,4.256587028503418
21,4,pedestrian,0.6638282736846629,Confirmed,581,157,623,310,-0.002138135489076376,0.13302317261695862,0.7263223528862
21,5,car,0.7999415397644043,Confirmed,447,173,480,197,-1.054845929145813,0.12375745922327042,5.30531120300293
21,6,pedestrian,0.6017062216496943,Confirmed,144,184,176,258,-0.7600592374801636,0.13263238966464996,1.210137128829956
21,10,pedestrian,0.8072003010273546,Confirmed,1212,123,1282,274,1.326149582862854,0.1928490549325943,1.4584321975708008
21,11,pedestrian,0.803916335105896,Confirmed,297,169,339,274,-0.571873664855957,0.1868923306465149,1.4133840799331665
21,16,pedestrian,0.6257970333099365,Confirmed,264,174,300,277,-0.6141946315765381,0.18400855362415314,1.3483110666275024
21,18,car,0.7263866633512109,Confirmed,845,163,927,197,1.748024344444275,0.10226663947105408,4.384029388427734
22,1,car,0.9285688400268556,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
22,2,car,0.5524715384400476,Confirmed,952,163,1063,201,2.3600592613220215,0.11988946050405502,4.1363444328308105
22,4,pedestrian,0.6571899909478163,Confirmed,581,157,624,310,-0.0016245064325630665,0.13302317261695862,0.7263223528862
22,5,car,0.7931698560714722,Confirmed,447,173,480,197,-1.070358395576477,0.1255774050951004,5.383330345153809
22,6,pedestrian,0.5956891594331974,Confirmed,145,184,177,258,-0.758347749710083,0.13263238966464996,1.210137128829956
22,10,pedestrian,0.7991282980170811,Confirmed,1224,122,1294,273,,,
22,11,pedestrian,0.819899320602417,Confirmed,303,169,350,275,-0.5570329427719116,0.18962343037128448,1.418862223625183
22,16,pedestrian,0.698750376701355,Confirmed,273,171,307,272,-0.5967410802841187,0.17383351922035217,1.3433631658554077
22,18,car,0.7191227967176989,Confirmed,841,163,923,197,1.6444467306137085,0.0975915938615799,4.183616638183594
22,20,pedestrian,0.65851229429245,New,870,148,911,308,0.39649698138237,0.17649254202842712,0.978787362575531
23,1,car,0.9269526600837708,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
23,2,car,0.5469468230556471,Confirmed,947,163,1058,202,2.330808639526367,0.12573960423469543,4.1363444328308105
23,4,pedestrian,0.6506180910383381,Confirmed,581,157,624,310,-0.0016245064325630665,0.13302317261695862,0.7263223528862
23,5,car,0.7975625991821289,Confirmed,447,173,480,198,-1.054845929145813,0.1312609165906906,5.30531120300293
23,6,pedestrian,0.5897322678388655,Confirmed,146,184,178,258,-0.755387544631958,0.13241352140903473,1.2081401348114014
23,10,pedestrian,0.7911370150369103,Confirmed,1236,121,1306,272,,,
23,11,pedestrian,0.787121057510376,Confirmed,309,169,357,274,-0.5367082357406616,0.1851055920124054,1.399871826171875
23,16,pedestrian,0.7696623206138611,Confirmed,280,171,314,271,-0.5845139026641846,0.17224961519241333,1.3458325862884521
23,18,car,0.7119315687505219,Confirmed,838,163,919,197,0.37095823884010315,0.02229573018848896,0.9557871222496033
23,20,pedestrian,0.8623211979866028,New,872,150,928,306,0.4069279730319977,0.1725703328847885,0.9722880721092224
24,1,car,0.9280601739883424,Confirmed,0,226,286,363,-0.48470956087112427,0.19184528291225433,0.7432821393013
24,2,car,0.5414773548250906,Confirmed,942,164,1054,202,2.330819606781006,0.12717662751674652,4.183616638183594
24,4,pedestrian,0.6441119101279548,Confirmed,582,157,624,310,-0.0011108772596344352,0.13302317261695862,0.7263223528862
24,5,car,0.7960788011550903,Confirmed,447,173,481,198,-1.0510942935943604,0.1312609165906906,5.30531120300293
24,6,pedestrian,0.5838349451604768,Confirmed,147,185,179,258,-0.7574285268783569,0.13307230174541473,1.2141507863998413
24,10,pedestrian,0.7832256448865411,Confirmed,1249,120,1319,271,,,
24,11,pedestrian,0.779247522354126,Confirmed,318,168,364,274,-0.5208691954612732,0.1851055920124054,1.399871826171875
24,16,pedestrian,0.7813829183578491,Confirmed,288,172,321,273,-0.5691916942596436,0.17573346197605133,1.3433631658554077
24,18,car,0.7048122530630166,Confirmed,834,163,916,197,0.3643244802951813,0.02217990718781948,0.9508219957351685
24,20,pedestrian,0.8326630592346191,New,872,150,933,307,0.4087373614311218,0.17325520515441895,0.9684298038482666
25,1,car,0.9290810823440552,Confirmed,0,226,286,363,-0.4736497104167938,0.18746787309646606,0.7263223528862
25,2,car,0.5360625812768397,Confirmed,938,164,1049,203,2.2911012172698975,0.13233743607997894,4.159846305847168
25,4,pedestrian,0.6376707910266752,Confirmed,582,157,624,310,-0.0011108772596344352,0.13302317261695862,0.7263223528862
25,5,car,0.7955310940742493,Confirmed,447,173,481,198,-1.0665514469146729,0.13319121301174164,5.383330345153809
25,6,pedestrian,0.5779965957088721,Confirmed,148,185,180,259,-0.7557113766670227,0.13478949666023254,1.2141507863998413
25,10,pedestrian,0.7753933884376757,Confirmed,1261,119,1331,270,,,
25,11,pedestrian,0.772562563419342,Confirmed,327,168,370,273,-0.5099201202392578,0.18453706800937653,1.410660743713379
25,16,pedestrian,0.7549178600311279,Confirmed,296,173,330,275,-0.5520291924476624,0.1792045682668686,1.3409028053283691
25,18,car,0.6977641305323865,Confirmed,831,163,912,197,0.35915133357048035,0.022151140496134758,0.9495887756347656
25,20,pedestrian,0.8563456535339355,Confirmed,872,149,935,308,0.41065025329589844,0.17485618591308594,0.969712495803833
26,1,car,0.9264440536499025,Confirmed,0,226,286,363,-0.48032087087631226,0.1901082694530487,0.7365522384643555
26,2,car,0.5307019554640713,Confirmed,933,165,1044,203,1.255698561668396,0.07347440719604492,2.30956768989563
26,4,pedestrian,0.6312940831164084,Confirmed,582,157,625,310,-0.000597248028498143,0.13302317261695862,0.7263223528862
26,5,car,0.7957569360733032,Confirmed,447,173,480,198,-1.0472570657730103,0.1303165704011917,5.267143249511719
26,6,pedestrian,0.5722166297517833,Confirmed,149,185,181,259,-0.7527458071708679,0.13456635177135468,1.212140679359436
26,10,pedestrian,0.767639454553299,Confirmed,1273,118,1343,269,,,
26,11,pedestrian,0.8212997913360596,Confirmed,336,169,378,273,-0.49582746624946594,0.18560996651649475,1.418862223625183
26,16,pedestrian,0.6435808539390564,Confirmed,305,172,337,273,-0.5378424525260925,0.17573346197605133,1.3433631658554077
26,18,car,0.6907864892270627,Confirmed,827,163,909,197,0.359580934047699,0.022471748292446136,0.9633328318595886
26,20,pedestrian,0.8477821969985961,Confirmed,872,149,936,308,0.4129769206047058,0.17555373907089233,0.9735810160636902
26,21,pedestrian,0.7224266529083252,New,870,154,900,302,0.4034460484981537,0.17448481917381287,1.0154409408569336
27,1,car,0.9273253083229064,Confirmed,0,226,287,363,-0.4797999858856201,0.1901082694530487,0.7365522384643555
27,2,car,0.5253949359094305,Confirmed,928,165,1040,204,0.641756534576416,0.039684928953647614,1.1943440437316895
